order_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating,restaurant_id,restaurant_name,city,area,cuisine,avg_rating,total_ratings,price_range,delivery_available
8541b1c9,d5bc6df4,2024-04-22,11:58,57,606,5,Wallet,2.9,02df79eb,Restaurant_15,Mumbai,Area_E,Italian,4.9,4486,High,Yes
addf6544,eabb45cd,2024-12-20,18:09,44,1072.69,6,Wallet,3.8,fdf67663,Restaurant_424,Delhi,Area_E,Thai,3.6,3507,Medium,No
87d7ef0c,4f79bd9b,2024-07-25,3:16,74,265.23,6,Credit Card,1.6,ea525a43,Restaurant_394,Kolkata,Area_D,Indian,4,3021,Low,No
a362e701,82da7473,2024-05-14,2:26,24,1547.36,1,Credit Card,3.6,e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes
27d74304,b4890166,2024-04-02,8:46,52,1489.42,3,COD,4.3,43979058,Restaurant_279,Delhi,Area_C,Italian,3.7,2024,Medium,No
b7270b09,dc67c473,2024-02-19,16:20,64,147.82,8,UPI,4.7,6c64aa30,Restaurant_140,Kolkata,Area_D,Chinese,4.7,2367,Low,Yes
2c1ccd4d,a7e9cb29,2024-06-25,20:54,31,877.91,3,Credit Card,1.1,cd2a813f,Restaurant_456,Delhi,Area_D,Italian,4,1301,High,Yes
8f879fcc,787d7cc3,2024-04-12,22:16,89,706.38,3,Wallet,1.1,71ea6563,Restaurant_19,Bangalore,Area_B,Chinese,4.6,1786,High,No
56353568,6e879eaa,2024-04-21,4:46,84,1353.64,5,Wallet,1,94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes
73b30db1,6f19352a,2024-10-07,10:26,34,851.6,9,UPI,4.9,ccf81718,Restaurant_243,Kolkata,Area_D,Thai,3,4241,Medium,Yes
41ce05db,6c96b975,2024-09-02,3:42,25,707.84,10,Credit Card,4.8,1.57E+63,Restaurant_222,Delhi,Area_D,Italian,4.1,435,Medium,Yes
d7468f8f,65ccdedf,2024-02-21,9:35,30,1169.23,10,Wallet,3,a80c0410,Restaurant_135,Kolkata,Area_A,Chinese,3.6,3389,High,No
7a692b18,30c9278a,2024-07-28,23:04,90,1602.73,5,Net Banking,2.6,228796c5,Restaurant_319,Delhi,Area_E,Indian,4,3495,Medium,Yes
6d17d23e,e141eb3d,2024-09-07,11:45,37,1652.72,2,Wallet,2,ea5d7890,Restaurant_186,Delhi,Area_E,Italian,4.4,3842,Medium,Yes
e672002e,11af3ea1,2024-03-24,13:23,55,1564.35,1,UPI,3.4,7dbcbb29,Restaurant_480,Bangalore,Area_B,Mexican,3.8,268,High,No
fead618a,0293d032,2024-05-19,16:16,40,212.26,3,COD,3.7,400ea5d4,Restaurant_315,Mumbai,Area_D,Thai,3.5,3600,High,No
e55808aa,decc14b5,2024-06-07,12:38,33,1554.16,3,Net Banking,2.2,2a7a8abf,Restaurant_351,Mumbai,Area_E,Thai,4.2,2497,High,No
57709941,88d61860,2024-08-11,21:59,42,824.8,6,UPI,1.9,818ac424,Restaurant_419,Bangalore,Area_A,Indian,2.9,1960,Low,No
9b3d0569,601e890e,2024-08-03,2:27,27,481.48,6,Wallet,1.9,9.18E+07,Restaurant_338,Delhi,Area_B,Thai,3.6,2240,Medium,No
d4532dd8,7c9cb111,2024-05-10,13:50,75,1103.08,3,Credit Card,4.1,428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No
8d2e9878,36197358,2024-07-08,17:13,73,713.68,1,Credit Card,3.9,94e70589,Restaurant_48,Mumbai,Area_A,Chinese,4.8,2131,High,Yes
514b7533,79cc12b0,2024-09-04,0:13,44,427.26,3,UPI,4.1,9fffa8c9,Restaurant_139,Chennai,Area_A,Thai,3.2,1162,High,No
681a0bfa,5b1d4eaf,2024-07-01,11:48,47,902.13,8,COD,3.1,89c96872,Restaurant_373,Bangalore,Area_E,Chinese,4.9,3381,High,Yes
2a0a9582,c191f61a,2024-01-21,11:02,70,756.53,4,COD,1.9,e3fef5a1,Restaurant_415,Chennai,Area_C,Thai,3.1,3147,High,Yes
a7c3cb1e,909c4a37,2024-05-12,20:30,25,601.5,8,Wallet,3.2,fc6028ff,Restaurant_206,Bangalore,Area_B,Chinese,2.9,4044,High,No
e085b32c,eacf7e1b,2024-01-23,9:09,61,942.6,3,UPI,3.2,4eab0c83,Restaurant_90,Mumbai,Area_B,Indian,4.7,3897,Medium,No
2bdaf76a,5bb3a7cf,2024-04-16,6:11,36,1432.93,3,Net Banking,3.3,0736af8f,Restaurant_445,Kolkata,Area_C,Indian,2.9,2729,High,Yes
9705d90d,30dfdac6,2024-09-02,7:43,89,606.16,5,Wallet,2.9,3d59878b,Restaurant_260,Chennai,Area_E,Thai,4.6,1335,Low,No
aea1f769,2a41e3cd,2024-01-02,10:58,30,739.9,7,Net Banking,2.4,3988bf2c,Restaurant_162,Delhi,Area_E,Italian,4.9,2222,Medium,No
49ba9cdd,513de927,2024-02-23,8:10,74,1562.49,10,Wallet,3.4,3146ef85,Restaurant_323,Chennai,Area_A,Thai,3.9,3727,Medium,No
928602fb,116b2e07,2024-09-03,18:14,56,738.1,7,UPI,3,318ca5a5,Restaurant_177,Bangalore,Area_D,Thai,5,2409,Low,No
78c702b0,e4f69d74,2024-01-10,20:26,35,1128.84,10,UPI,4.4,3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes
f353b64b,94ccfc57,2024-06-13,6:58,65,1216.88,2,COD,1.1,ab27a46b,Restaurant_302,Bangalore,Area_A,Chinese,4.7,2260,Medium,Yes
70d59d59,bb11f3bc,2024-06-18,11:23,57,895.24,9,COD,3.5,3751ee4c,Restaurant_392,Kolkata,Area_C,Italian,2.6,4828,Low,No
4b3d1507,f6c11830,2024-08-22,12:54,63,1658.61,7,COD,3.9,ab27a46b,Restaurant_302,Bangalore,Area_A,Chinese,4.7,2260,Medium,Yes
f250f799,9008aad9,2024-02-16,19:34,45,1620,4,UPI,2.5,8a11d347,Restaurant_112,Bangalore,Area_A,Thai,3.9,3041,Low,Yes
7096b1c3,b6b872e7,2024-10-14,6:59,67,644.14,9,UPI,3.3,e79218d9,Restaurant_42,Bangalore,Area_A,Mexican,4.6,925,Medium,Yes
647aa5bf,b03f2b63,2024-12-28,11:03,29,732.88,10,Credit Card,2.8,696dae98,Restaurant_495,Bangalore,Area_C,Italian,3.5,4433,Medium,No
77da0228,a43bb105,2024-02-20,18:41,85,799.07,2,Wallet,2.2,d7b287a8,Restaurant_352,Delhi,Area_B,Indian,2.9,2205,High,Yes
714c17f2,e45cecbd,2024-04-16,14:18,19,724.75,1,Wallet,1.4,f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes
22f95b92,90446158,2024-10-05,4:39,36,759.39,8,UPI,1.4,041f63d9,Restaurant_169,Bangalore,Area_A,Italian,4.7,1268,High,Yes
cc72d4fc,2a9ce7ef,2024-03-23,5:23,73,1027.7,7,Wallet,1.5,0dc347db,Restaurant_267,Mumbai,Area_B,Indian,4.2,1432,Medium,Yes
a3c731d9,7ee26562,2024-01-28,14:31,26,1712.64,9,UPI,2.1,2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No
92ac4817,0111eb0b,2024-11-17,19:46,77,354.72,7,UPI,2.2,71098659,Restaurant_440,Bangalore,Area_C,Mexican,4.3,4219,High,No
9d755e11,3272f0ab,2024-11-12,19:43,36,894.72,2,COD,4.8,1cdb7eac,Restaurant_156,Bangalore,Area_E,Indian,2.7,3680,Medium,Yes
5b6fe674,4a004aae,2024-09-22,11:21,43,1575.05,4,Wallet,2.2,4e924a53,Restaurant_164,Delhi,Area_D,Indian,3,2438,High,No
c51a0f57,cbb11549,2024-10-23,7:50,57,608.93,5,Credit Card,4.8,f00f0b93,Restaurant_178,Delhi,Area_A,Indian,4.9,2399,Low,Yes
72549686,5a35a4cf,2024-11-15,12:23,52,1061.51,1,Wallet,3.3,bff0bb92,Restaurant_200,Chennai,Area_D,Italian,4.4,1365,High,No
45dbe113,e95e0145,2024-02-02,10:42,23,435.12,7,Credit Card,1.6,5f0a9f32,Restaurant_105,Bangalore,Area_B,Chinese,3.2,2200,High,Yes
fbdc6626,359fcf73,2024-01-19,5:52,61,1142.05,2,COD,4.1,612e24e0,Restaurant_217,Kolkata,Area_E,Italian,2.7,427,Low,Yes
8edcac83,9.92E+19,2024-09-05,9:09,88,1227.98,7,Wallet,1.5,24ada0ba,Restaurant_115,Chennai,Area_D,Chinese,4.8,4236,Low,No
6e6e9669,bea8342d,2024-12-12,9:20,86,865.39,7,Credit Card,3.1,760d1a28,Restaurant_457,Mumbai,Area_E,Indian,4.1,3434,Medium,No
4483909f,a4886ecd,2024-04-12,1:31,46,754.35,9,COD,1.8,cfb0cf14,Restaurant_452,Bangalore,Area_C,Indian,3.5,936,High,No
5e7b39b3,54d54de4,2024-05-06,9:14,47,561.29,7,Net Banking,1.9,a638af19,Restaurant_297,Kolkata,Area_A,Mexican,2.6,4934,Medium,Yes
a9d19652,7af2e50a,2024-07-22,3:28,79,751.39,9,Net Banking,1.3,951b096d,Restaurant_82,Chennai,Area_A,Chinese,4.4,1232,Low,Yes
f0302f23,55b53a0a,2024-08-11,1:17,66,423.51,10,Net Banking,1.7,4910ebd8,Restaurant_76,Chennai,Area_E,Italian,4.5,1655,Low,Yes
ddaa868c,c0515f6f,2024-10-21,19:06,71,666.95,6,COD,4.2,220de01b,Restaurant_492,Mumbai,Area_E,Thai,3.3,2402,Low,No
60be9750,7dbe8ded,2024-02-21,1:16,74,884.79,5,UPI,2.1,3d59878b,Restaurant_260,Chennai,Area_E,Thai,4.6,1335,Low,No
85f289da,0.00E+00,2024-09-19,11:30,47,264.59,7,Credit Card,4.1,428f55af,Restaurant_30,Kolkata,Area_D,Thai,2.6,4967,Medium,No
a5ffcac6,45496b0c,2024-11-12,7:39,38,256.86,3,COD,4.3,369bf88e,Restaurant_33,Bangalore,Area_D,Thai,3.4,1133,Low,No
62245b07,12cddef6,2024-02-05,13:48,20,412.43,3,Wallet,3.8,4bf198a5,Restaurant_81,Chennai,Area_B,Mexican,2.8,1515,Medium,Yes
f4c78ebd,9f583c64,2024-01-26,13:51,51,1921.97,1,Credit Card,3.4,b9a1968c,Restaurant_49,Mumbai,Area_B,Mexican,2.6,4705,High,No
69557e7b,543328b9,2024-06-16,15:32,40,368.29,10,Net Banking,4.8,a6e2078c,Restaurant_75,Chennai,Area_D,Thai,3.9,3426,High,No
0121cf22,b59ec238,2024-04-22,5:13,78,963.86,3,COD,4.7,93c01c5b,Restaurant_305,Chennai,Area_A,Italian,3.1,4388,Medium,No
c3628c81,2ab8faff,2024-05-16,5:58,31,342.86,7,Net Banking,3.8,5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No
79d621b2,d82447bf,2024-11-26,5:12,55,1713.84,1,COD,3.1,40dc81ce,Restaurant_254,Mumbai,Area_E,Chinese,3.9,1248,Low,No
f5950ecd,19677fc9,2024-11-12,21:44,21,268.64,4,UPI,3.6,f32a3aad,Restaurant_68,Bangalore,Area_A,Indian,4.5,2879,High,No
0af6eb7b,c2c95b71,2024-09-07,20:18,67,663.1,4,Wallet,1.8,7626f7ad,Restaurant_464,Mumbai,Area_D,Indian,2.7,3711,Medium,Yes
422c2be4,93f1d8e3,2024-09-24,23:30,60,330.41,7,UPI,4.6,344d4945,Restaurant_142,Mumbai,Area_C,Italian,3.6,386,Low,Yes
a24d7a48,63e7969a,2024-05-09,18:35,59,1131.05,10,COD,4.8,e2cb1c1a,Restaurant_377,Chennai,Area_C,Italian,3,2437,Low,Yes
1593672f,0d446ed6,2024-11-13,18:46,30,1222.51,9,Net Banking,3.8,b09f66d7,Restaurant_109,Bangalore,Area_B,Chinese,4.3,3618,Low,Yes
f1504fac,be1d7f36,2024-02-03,7:31,32,1399.9,3,Credit Card,1.7,5c6657d1,Restaurant_312,Bangalore,Area_A,Thai,4.8,406,Medium,Yes
d6483c0f,88c97963,2024-10-09,13:51,90,254.76,3,UPI,4.8,6f8a9f60,Restaurant_484,Mumbai,Area_E,Thai,3.2,933,Medium,No
7b858d98,c4e46967,2024-09-19,18:11,23,364.29,7,COD,2.5,405ed20c,Restaurant_145,Chennai,Area_A,Indian,4.1,3397,Low,Yes
5141b28c,d1087ba7,2024-07-10,7:02,47,440.96,10,Credit Card,2.3,39189b6c,Restaurant_216,Delhi,Area_E,Indian,4,1908,High,Yes
657d00a0,d1109ef5,2024-08-13,9:13,57,1861,1,Credit Card,4.1,77f59689,Restaurant_467,Delhi,Area_A,Mexican,4.5,2341,Low,No
a1ec62d6,69aae2a7,2024-02-08,8:50,72,542.07,7,COD,2.1,cd913d5d,Restaurant_129,Delhi,Area_A,Mexican,4.8,1464,High,Yes
4acf76c8,ce8fddba,2024-08-03,22:54,49,1877.3,4,Net Banking,1.2,674dfaa6,Restaurant_227,Chennai,Area_E,Italian,3.5,1049,Medium,No
69e81989,2bf8bd43,2024-03-14,0:24,52,477.22,7,UPI,1.1,59e6659c,Restaurant_442,Delhi,Area_C,Indian,4.2,2624,Medium,Yes
f455951a,27580f8e,2024-06-14,11:17,60,448.93,1,COD,4.1,7975f2ee,Restaurant_494,Kolkata,Area_C,Italian,4.7,2639,High,No
e3b0b8ad,b21f15ad,2024-07-27,6:08,46,236.31,5,UPI,1.3,100a811e,Restaurant_103,Kolkata,Area_C,Mexican,3.4,3920,Low,No
9ea8dc05,5214418d,2024-09-22,12:30,65,835.9,10,Credit Card,4.5,04a74418,Restaurant_275,Chennai,Area_E,Thai,3.8,314,Low,Yes
31c5a014,6c6cebd7,2024-09-23,13:04,27,489.55,1,Wallet,3.9,64dde01b,Restaurant_59,Mumbai,Area_B,Indian,3.7,443,Low,Yes
9e0fe371,4abb1d65,2024-11-07,18:28,40,287.55,7,Credit Card,2.4,760d1a28,Restaurant_457,Mumbai,Area_E,Indian,4.1,3434,Medium,No
d0f07228,35709df5,2024-02-08,22:57,65,1116.49,7,Net Banking,2.3,b8ee95cd,Restaurant_367,Kolkata,Area_A,Thai,2.8,813,Medium,Yes
97bbf34a,60931dcf,2024-11-06,12:58,46,289.17,7,Net Banking,2.3,9409fecd,Restaurant_331,Mumbai,Area_A,Indian,3.1,2234,Medium,Yes
7ec07dcd,a40a5276,2024-06-18,8:52,90,400.33,6,Wallet,3,760d1a28,Restaurant_457,Mumbai,Area_E,Indian,4.1,3434,Medium,No
b312a8b3,6726144e,2024-11-24,7:46,35,1510.65,4,COD,2,391ea3a2,Restaurant_228,Kolkata,Area_D,Thai,2.8,559,Medium,No
5814a059,b45ccd4f,2024-12-07,23:58,50,1987.46,1,Credit Card,2,ab601722,Restaurant_79,Mumbai,Area_E,Mexican,4.5,1115,High,No
dc7cf05a,005d0b2b,2024-02-09,19:42,72,473.57,8,UPI,1,7626f7ad,Restaurant_464,Mumbai,Area_D,Indian,2.7,3711,Medium,Yes
bd041a40,ab3fe2f0,2024-08-18,14:59,58,1826.42,7,Credit Card,2.1,344d4945,Restaurant_142,Mumbai,Area_C,Italian,3.6,386,Low,Yes
686ef87c,42af9dbf,2024-06-15,6:55,28,1026.33,9,Net Banking,4.2,2a6752ed,Restaurant_152,Delhi,Area_D,Mexican,4,4705,Low,No
1bd68537,121275ee,2024-07-17,18:04,65,773.79,10,COD,1.9,c977a5f5,Restaurant_117,Kolkata,Area_C,Thai,4.3,2341,High,No
2c4efbb4,50aed3cd,2024-10-14,10:36,81,393.76,10,UPI,2.7,3988bf2c,Restaurant_162,Delhi,Area_E,Italian,4.9,2222,Medium,No
4f442446,30b23d97,2024-04-21,21:22,55,1116.53,4,COD,3.2,e222e302,Restaurant_277,Bangalore,Area_D,Thai,3.7,3242,Low,Yes
ac3ad982,2c5db94e,2024-07-06,19:31,22,798.97,2,Credit Card,2.8,3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes
5a57609b,ef704ea1,2024-03-17,4:27,20,956.71,8,Net Banking,2.4,227aba32,Restaurant_100,Chennai,Area_C,Thai,4.5,4775,High,No
bc41f878,db829935,2024-12-18,15:01,84,258.08,9,Wallet,4.7,89262461,Restaurant_359,Kolkata,Area_B,Thai,4,4492,Medium,Yes
2efddabf,aa482810,2024-04-26,7:43,43,564.16,6,COD,2.5,b8ee95cd,Restaurant_367,Kolkata,Area_A,Thai,2.8,813,Medium,Yes
34dc2a3a,22079af4,2024-02-07,13:18,19,140.23,7,COD,2.1,19c74ecf,Restaurant_7,Mumbai,Area_A,Indian,4.1,437,High,No
91deeb25,42f2c282,2024-08-02,10:19,30,1697.81,9,Wallet,3,6c64aa30,Restaurant_140,Kolkata,Area_D,Chinese,4.7,2367,Low,Yes
ecf69264,9b1fac2e,2024-05-10,2:05,23,559.73,1,UPI,4.1,8d06cc24,Restaurant_141,Delhi,Area_D,Thai,4.8,4957,High,Yes
149bf235,0a1a635b,2024-01-24,5:48,54,763.87,4,COD,3.4,bd7c2a0c,Restaurant_56,Mumbai,Area_E,Thai,4.6,2336,Low,Yes
3.02E+105,1dc7d119,2024-11-01,19:18,35,1263.06,8,Net Banking,3,0acdd646,Restaurant_122,Kolkata,Area_B,Indian,3.1,2429,High,Yes
916ac5d4,74e1669b,2024-03-24,3:16,39,1181.84,3,Credit Card,3.9,9a241a8f,Restaurant_36,Delhi,Area_D,Thai,3.8,4774,Medium,No
cbd0f301,9f3c7174,2024-11-13,10:01,79,1922.62,1,COD,2.6,174b3d72,Restaurant_201,Kolkata,Area_D,Indian,4.6,2414,High,Yes
b44b6fef,a7b240c9,2024-08-14,5:08,55,1580.51,4,Credit Card,4.4,1bc05c14,Restaurant_276,Delhi,Area_B,Italian,4.9,2832,Medium,No
cfbac8cb,0c76f5d0,2024-10-13,4:43,74,215.96,2,UPI,4.3,9259b0e9,Restaurant_449,Kolkata,Area_C,Thai,4.7,690,High,Yes
4eabca81,f10efd31,2024-12-17,10:58,66,340.5,10,COD,3.8,0e108d8b,Restaurant_236,Mumbai,Area_C,Mexican,4.9,3102,Low,No
7e5f5a32,3482f778,2024-04-04,12:34,59,1255.85,1,Wallet,2.7,ee9921ae,Restaurant_332,Chennai,Area_C,Indian,3.5,3220,Low,Yes
dcce20c1,f9c79211,2024-01-09,1:46,62,356.32,9,UPI,1.4,c317908c,Restaurant_443,Chennai,Area_D,Mexican,3,2832,Medium,Yes
7981502,6dce10f7,2024-09-17,23:52,26,1215.67,5,Credit Card,2,02b6d096,Restaurant_157,Kolkata,Area_A,Indian,2.9,3845,High,Yes
a6f18733,3b19016f,2024-03-04,15:21,65,343.99,6,Credit Card,3.4,77f59689,Restaurant_467,Delhi,Area_A,Mexican,4.5,2341,Low,No
6ecbcb5b,3c1c8e96,2024-10-05,20:47,64,480.74,8,Wallet,3.3,1c1519d1,Restaurant_379,Bangalore,Area_D,Indian,4,185,High,No
8ee4456b,4111a530,2024-10-09,18:11,24,328.27,2,UPI,3.7,4bfd980c,Restaurant_124,Bangalore,Area_B,Mexican,4,3359,High,No
40276afa,1b2eba85,2024-12-17,19:54,27,1512.58,6,Net Banking,3.1,74aea7be,Restaurant_389,Chennai,Area_B,Mexican,4.3,4171,High,No
193b44cb,35a28cad,2024-07-04,17:07,38,135.31,9,COD,5,9c80db76,Restaurant_28,Kolkata,Area_D,Italian,4.2,1694,High,Yes
116ff427,4e4c5861,2024-03-04,13:49,17,989.09,8,UPI,4.6,9c96439c,Restaurant_257,Mumbai,Area_A,Indian,3.3,151,High,No
93b560ca,6b8e3c01,2024-04-23,23:21,34,1139.52,6,Wallet,1.6,ec9059b5,Restaurant_288,Bangalore,Area_D,Chinese,4.1,4259,Low,Yes
51659fa4,7c026c67,2024-08-25,3:21,23,1859.59,4,Credit Card,4.5,94689fae,Restaurant_235,Chennai,Area_A,Mexican,3.9,4625,Medium,Yes
c3c35298,413c1b7f,2024-06-23,9:22,49,1402.88,8,COD,2.6,fdff7f61,Restaurant_476,Bangalore,Area_A,Italian,4,1309,Low,No
3fbcf125,2166b233,2024-08-08,1:32,70,122.3,2,Net Banking,1.7,6af133bb,Restaurant_146,Delhi,Area_E,Chinese,4.9,4062,Low,Yes
7a2acf9c,9341cd33,2024-06-18,0:26,29,1244.58,8,COD,4.5,c00f73d6,Restaurant_188,Kolkata,Area_A,Italian,2.8,1821,Low,Yes
38a3154e,e9ffed49,2024-03-01,10:43,60,524.78,5,Wallet,1,2a6752ed,Restaurant_152,Delhi,Area_D,Mexican,4,4705,Low,No
48a0acc4,7431cf1b,2024-10-01,3:47,44,832.52,2,Net Banking,2.1,e726f2d8,Restaurant_195,Chennai,Area_E,Thai,4.9,1493,High,Yes
736e9691,36480f48,2024-09-15,19:20,83,144.17,8,Wallet,2.8,cfb0cf14,Restaurant_452,Bangalore,Area_C,Indian,3.5,936,High,No
f57a0801,b0369083,2024-06-03,8:09,76,136.1,4,COD,4.6,2f6d7840,Restaurant_104,Kolkata,Area_C,Chinese,4.8,1428,High,Yes
9751ad9e,5dbc8aee,2024-04-28,14:09,42,1589.28,9,Credit Card,3.7,c3e33687,Restaurant_113,Mumbai,Area_C,Thai,4.1,294,Low,No
e7fa4004,b1cad915,2024-10-10,13:59,71,1008.7,4,COD,3.4,c317908c,Restaurant_443,Chennai,Area_D,Mexican,3,2832,Medium,Yes
148fc12b,016192b4,2024-03-10,14:26,53,1645.62,9,Net Banking,4.6,fcc5c2d6,Restaurant_310,Chennai,Area_B,Italian,3.4,2140,Low,No
c5af9c68,31844c94,2024-08-06,23:06,47,159.2,5,Wallet,1.7,fb67202e,Restaurant_411,Bangalore,Area_A,Italian,4.9,3081,Medium,Yes
2599896f,4717e4ef,2024-06-07,10:12,69,367.09,3,COD,2.5,4acc3617,Restaurant_264,Chennai,Area_B,Chinese,4.4,752,Medium,No
2b8f43ba,c00e4312,2024-12-20,22:18,53,1297,5,Net Banking,2.7,71098659,Restaurant_440,Bangalore,Area_C,Mexican,4.3,4219,High,No
8560402b,761c3f92,2024-07-20,7:19,29,1120.66,2,Credit Card,3.2,041f63d9,Restaurant_169,Bangalore,Area_A,Italian,4.7,1268,High,Yes
822281c6,ab540ec9,2024-01-20,21:37,70,517,9,Wallet,1.9,3ce70391,Restaurant_433,Delhi,Area_E,Mexican,3.7,4775,Low,Yes
57cfeb94,d2092e2d,2024-08-21,14:57,19,535.06,9,Credit Card,4.9,eb075302,Restaurant_481,Mumbai,Area_E,Italian,4.8,1222,Medium,No
bbe926d0,36e95839,2024-06-12,16:08,19,1428.75,1,UPI,3.8,6a557120,Restaurant_395,Bangalore,Area_A,Indian,3.4,3177,Low,No
aafeaf97,d68ed003,2024-02-16,20:07,44,292.58,2,Wallet,2.5,06bbd4b4,Restaurant_390,Kolkata,Area_D,Italian,2.8,3196,Medium,No
314f6f41,bcd613e2,2024-03-25,20:43,28,818.3,6,Wallet,2.2,b7d2e9fd,Restaurant_172,Bangalore,Area_D,Mexican,4.5,2927,Medium,Yes
077054ab,cc31765a,2024-05-09,8:09,20,753.67,8,UPI,1.4,b7d188df,Restaurant_194,Bangalore,Area_B,Italian,3,2570,Low,Yes
7ce53d74,964bfe39,2024-01-20,22:10,90,811.44,4,COD,2.7,f75a4fd0,Restaurant_462,Delhi,Area_E,Thai,3.4,4226,High,Yes
f2a46a39,d548c236,2024-05-11,16:36,21,784.02,6,Wallet,4.7,64003853,Restaurant_11,Bangalore,Area_D,Italian,3.1,2915,Low,No
2849ad09,c75eb383,2024-05-27,4:44,26,932.93,7,Net Banking,4.6,c564c624,Restaurant_230,Chennai,Area_A,Italian,3.1,2869,High,Yes
1f6db092,efac54a6,2024-03-27,9:14,70,1718.77,5,Credit Card,2.9,e7d6ca00,Restaurant_407,Chennai,Area_E,Indian,4.7,300,High,Yes
7df6e5c4,854427f9,2024-01-11,6:16,21,489.2,8,Credit Card,2.7,5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No
fac32bba,83fe7af8,2024-06-15,17:50,20,1381.95,7,UPI,2,b8128f8d,Restaurant_130,Chennai,Area_C,Chinese,5,1582,High,Yes
cda0975a,73bf5edd,2024-08-18,2:21,34,1275.17,7,UPI,4.6,5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No
c19357bb,25d4c031,2024-12-16,15:00,64,337.01,5,Credit Card,1.8,2ca4738c,Restaurant_490,Bangalore,Area_B,Thai,4,3258,Medium,No
39eeaf14,92e4de59,2024-12-17,11:03,74,664.69,1,Net Banking,1.7,b8ee95cd,Restaurant_367,Kolkata,Area_A,Thai,2.8,813,Medium,Yes
fcc9be2f,ab5a8e7c,2024-01-04,20:34,17,1211.59,2,COD,1.3,951b096d,Restaurant_82,Chennai,Area_A,Chinese,4.4,1232,Low,Yes
28c53928,663a7b48,2024-04-10,9:15,20,165.73,5,Net Banking,1.4,a726efd4,Restaurant_459,Bangalore,Area_D,Thai,3.5,859,Low,Yes
899c973c,c732a2d5,2024-06-16,15:32,43,600.45,9,Credit Card,1.2,ee6e78d8,Restaurant_391,Delhi,Area_E,Indian,4.4,2207,Medium,Yes
6cfe4181,86584ca1,2024-01-20,10:53,90,1183.9,7,Net Banking,2.8,eb4d18c6,Restaurant_270,Delhi,Area_C,Mexican,2.9,1436,High,Yes
b10c1e95,8d022504,2024-02-08,3:39,53,227.3,9,UPI,2,9.18E+07,Restaurant_338,Delhi,Area_B,Thai,3.6,2240,Medium,No
c3bc57b7,6f1f5648,2024-10-16,12:22,67,1651.12,8,Net Banking,2.3,100a811e,Restaurant_103,Kolkata,Area_C,Mexican,3.4,3920,Low,No
608b407b,835d8875,2024-02-18,5:43,89,1951.36,9,COD,4,c2dd51cf,Restaurant_361,Chennai,Area_D,Chinese,3.3,3385,High,No
6156beed,26c3939d,2024-12-25,3:24,27,1472.07,4,COD,1.6,d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No
6d2f5020,38221daf,2024-05-26,12:54,63,945.78,5,UPI,4.2,9ff72da6,Restaurant_173,Mumbai,Area_B,Indian,4.6,2224,Medium,Yes
ace48151,99c15db0,2024-02-10,23:51,24,986.95,5,UPI,4.3,0e24dd86,Restaurant_265,Bangalore,Area_A,Mexican,4.7,1731,Medium,No
8467abc2,727dae89,2024-04-08,1:24,24,163.15,9,UPI,1.8,5a38fde9,Restaurant_101,Chennai,Area_C,Indian,4.5,1292,High,No
a7d3fd22,f9eb8327,2024-02-27,6:54,39,699.68,3,COD,2.8,0fd878e4,Restaurant_296,Delhi,Area_C,Thai,2.7,3605,High,Yes
a9227804,b56f8fac,2024-09-25,22:48,48,1887.47,3,UPI,2.7,5e9ad80d,Restaurant_37,Delhi,Area_C,Thai,3.6,4385,Low,No
e8ffa6a7,1c47704e,2024-04-28,3:41,51,1451.95,10,UPI,3.5,a726efd4,Restaurant_459,Bangalore,Area_D,Thai,3.5,859,Low,Yes
d30c1957,90281558,2024-07-02,7:35,28,840.41,1,COD,3.5,5440dc43,Restaurant_62,Kolkata,Area_D,Indian,3.6,4899,High,Yes
2d595482,298ff4df,2024-06-22,16:16,19,1930.08,9,Credit Card,2.9,0b69f56b,Restaurant_438,Kolkata,Area_B,Chinese,4.3,2842,Medium,Yes
d9766e6b,1e087abf,2024-03-14,0:13,27,1158.13,3,COD,2.2,f146994a,Restaurant_483,Kolkata,Area_A,Indian,4.3,4202,Medium,No
be8b759a,1b8a8c2e,2024-09-04,4:13,53,1563.81,4,Wallet,3.7,9ff72da6,Restaurant_173,Mumbai,Area_B,Indian,4.6,2224,Medium,Yes
b188b574,d5b5c3e8,2024-07-04,14:16,53,1253.24,4,COD,4.9,3001185,Restaurant_175,Chennai,Area_C,Italian,3.7,2635,Low,Yes
